Name,Latest Chapter,Dated Released,depth,download_timeout,download_slot,download_latency,Link,Genre,Status,Rating,img-link
Naipes,Ch.5,"Jan 20,16",511,180.0,manganelo.com,0.31989192962646484,https://manganelo.com/manga/naipes,"Action,Supernatural",Ongoing,5,https://avt.mkklcdnv6temp.com/19/d/12-1583486523.jpg
Nagi,Vol.1 Ch.4,"Jan 20,16",511,180.0,manganelo.com,0.2942171096801758,https://manganelo.com/manga/nagi,"Action,Ecchi,Historical,Seinen",Ongoing,5,https://avt.mkklcdnv6temp.com/19/e/12-1583486524.jpg
Andromeda Stories,Vol.1 Chapter 1,"Jan 20,16",511,180.0,manganelo.com,0.3102128505706787,https://manganelo.com/manga/andromeda_stories,"Adventure,Drama,Sci fi,Shounen,Tragedy",Ongoing,4.63,https://avt.mkklcdnv6temp.com/18/t/9-1583480808.jpg
The Cherry Project,Vol.3 Ch.15.1-Extra,"Jan 20,16",511,180.0,manganelo.com,0.29469919204711914,https://manganelo.com/manga/the_cherry_project,"Drama,Psychological,Romance,Shoujo,Sports",Completed,5,https://avt.mkklcdnv6temp.com/18/u/9-1583480811.jpg
Nagaraja,Vol.1 Ch.6,"Jan 20,16",511,180.0,manganelo.com,0.32586193084716797,https://manganelo.com/manga/nagaraja,"Adventure,Drama,Fantasy,Romance,Shounen ai",Completed,5,https://avt.mkklcdnv6temp.com/19/g/12-1583486527.jpg
Nageyari No Yoru,Vol.1 Ch.5.5 : Extra,"Jan 20,16",511,180.0,manganelo.com,0.353682279586792,https://manganelo.com/manga/nageyari_no_yoru,Yaoi,Completed,5,https://avt.mkklcdnv6temp.com/19/f/12-1583486525.jpg
Run 8,Vol.1 Ch.1,"Jan 20,16",511,180.0,manganelo.com,0.29582905769348145,https://manganelo.com/manga/run_8,"Action,Ecchi,Seinen,Supernatural",Ongoing,5,https://avt.mkklcdnv6temp.com/18/v/9-1583480813.jpg
Hana Yori Mo Yaiba No Gotoku,Vol.1 Chapter 1,"Jan 20,16",512,180.0,manganelo.com,0.3108532428741455,https://manganelo.com/manga/hana_yori_mo_yaiba_no_gotoku,"Action,Historical,Romance,Shoujo,Supernatural",Ongoing,4.93,https://avt.mkklcdnv6temp.com/18/m/9-1583480799.jpg
 Dearly Stars: Splash Red,Vol.3 Ch.18.5 : Extra Chapter [End],"Jan 20,16",512,180.0,manganelo.com,0.35825538635253906,https://manganelo.com/manga/idolmster_dearly_stars_splash_red,Shounen,Ongoing,3.67,https://avt.mkklcdnv6temp.com/18/l/9-1583480797.jpg
Fifteen (Katou Mizuki),Ch.1-2,"Jan 20,16",512,180.0,manganelo.com,0.30217933654785156,https://manganelo.com/manga/fifteen_katou_mizuki,"School life,Shoujo",Completed,5,https://avt.mkklcdnv6temp.com/17/y/9-1583480778.jpg
Samurai Baby,Ch.21 : Side Story 3,"Jan 20,16",512,180.0,manganelo.com,0.33512377738952637,https://manganelo.com/manga/samurai_baby,"Comedy,Drama,Romance,School life,Shoujo,Sports",Completed,4.57,https://avt.mkklcdnv6temp.com/38/v/4-1583471281.jpg
Noboseru Karada,Ch.5.5 : End,"Jan 20,16",512,180.0,manganelo.com,0.3220360279083252,https://manganelo.com/manga/noboseru_karada,"Romance,Slice of life,Yaoi",Completed,4.75,https://avt.mkklcdnv6temp.com/4/g/2-1583465857.jpg
Flags,Vol.2 Chapter 8 : To The Glory,"Jan 20,16",512,180.0,manganelo.com,0.3207566738128662,https://manganelo.com/manga/flags,"Action,Adventure,Comedy,Drama,Fantasy,Martial arts,Shounen",Completed,3.67,https://avt.mkklcdnv6temp.com/48/q/3-1583469593.jpg
Queen's Blade Rebellion - Aoarashi No Hime Kishi,Vol.2 Ch.12,"Jan 20,16",512,180.0,manganelo.com,0.29875707626342773,https://manganelo.com/manga/queens_blade_rebellion_aoarashi_no_hime_kishi,"Action,Ecchi,Fantasy,Seinen",Completed,4.64,https://avt.mkklcdnv6temp.com/18/a/9-1583480781.jpg
The Tale Left By That Magician,Ch.11,"Jan 20,16",512,180.0,manganelo.com,0.291489839553833,https://manganelo.com/manga/read_the_tale_left_by_that_magician,"Adult,Adventure,Comedy,Supernatural,Webtoons",Ongoing,5,https://avt.mkklcdnv6temp.com/18/b/9-1583480783.jpg
Flame Of Recca,Chapter 330 : Final Chapter,"Jan 20,16",512,180.0,manganelo.com,0.30620288848876953,https://manganelo.com/manga/read_flame_of_recca,"Action,Adult,Adventure,Cooking,Drama,Fantasy,Historical,Romance,Shounen,Supernatural",Completed,4.67,https://avt.mkklcdnv6temp.com/15/o/6-1583474775.jpg
Jinrou Chronicle,Chapter 1.2,"Jan 20,16",512,180.0,manganelo.com,0.29468798637390137,https://manganelo.com/manga/jinrou_chronicle,"Drama,Shoujo,Supernatural,Tragedy",Completed,5,https://avt.mkklcdnv6temp.com/18/e/9-1583480786.jpg
Dragon's Son Changsik,Chapter 40 : For Whom The Dolphin Cries (4),"Jan 20,16",512,180.0,manganelo.com,0.26714611053466797,https://manganelo.com/manga/dragons_son_changsik,"Action,Adventure,Comedy,Fantasy,Harem,Romance,Shounen,Supernatural,Webtoons",Ongoing,3.31,https://avt.mkklcdnv6temp.com/4/h/2-1583465858.jpg
Yume De Aetara,Ch.143 : Bonquet For A Beautiful You,"Jan 20,16",512,180.0,manganelo.com,0.2890181541442871,https://manganelo.com/manga/yume_de_aetara,"Comedy,Drama,Ecchi,Harem,Romance,Seinen,Slice of life",Completed,4.6,https://avt.mkklcdnv6temp.com/38/w/4-1583471283.jpg
Radiata Stories - The Song Of Ridley,Vol.1 Ch.5 : Forest Metropolis,"Jan 20,16",512,180.0,manganelo.com,0.2925572395324707,https://manganelo.com/manga/radiata_stories_the_song_of_ridley,"Adventure,Fantasy,Shounen",Ongoing,5,https://avt.mkklcdnv6temp.com/18/g/9-1583480790.jpg
Corseltel No Ryuujutsushi,Vol.1 Ch.1,"Jan 20,16",512,180.0,manganelo.com,0.29755616188049316,https://manganelo.com/manga/corseltel_no_ryuujutsushi,"Comedy,Fantasy,Shoujo,Slice of life",Completed,3,https://avt.mkklcdnv6temp.com/38/y/4-1583471286.jpg
Komorebi No Kuni,Vol.4 Chapter 39.5 : Extra,"Jan 20,16",512,180.0,manganelo.com,0.2782309055328369,https://manganelo.com/manga/komorebi_no_kuni,"Seinen,Slice of life",Completed,4.92,https://avt.mkklcdnv6temp.com/18/j/9-1583480795.jpg
Five,Vol.13 Chapter 65 : Mob 5Th,"Jan 20,16",512,180.0,manganelo.com,0.4640474319458008,https://manganelo.com/manga/five,"Comedy,Harem,Romance,School life,Shoujo",Ongoing,4.9,https://avt.mkklcdnv6temp.com/15/p/6-1583474776.jpg
The Chronicle Of Seven,Vol.1 Ch.6 : Felidae Sword,"Jan 20,16",512,180.0,manganelo.com,0.32529187202453613,https://manganelo.com/manga/the_chronicle_of_seven,"Action,Adventure,Comedy,Drama,Fantasy,Romance,Shounen",Ongoing,5,https://avt.mkklcdnv6temp.com/18/k/9-1583480796.jpg
First Love Malisa,Vol.2 Chapter 5 : The Chocolate For H.g.,"Jan 20,16",512,180.0,manganelo.com,0.3428192138671875,https://manganelo.com/manga/first_love_malisa,"Comedy,Drama,Ecchi,Romance",Ongoing,5,https://avt.mkklcdnv6temp.com/15/r/6-1583474779.jpg
First Love Kiss,Vol.2 Chapter 5 : *love At The Airport*,"Jan 20,16",512,180.0,manganelo.com,0.32627224922180176,https://manganelo.com/manga/first_love_kiss,"Romance,School life,Shounen",Ongoing,5,https://avt.mkklcdnv6temp.com/15/s/6-1583474783.jpg
Ouji No Kikan,Vol.1 Ch.10 : Ouji No Kikan Extra: Tale Of The Ring [End],"Jan 20,16",512,180.0,manganelo.com,0.32036304473876953,https://manganelo.com/manga/ouji_no_kikan,"Comedy,Drama,School life,Shounen ai,Slice of life",Completed,4.56,https://avt.mkklcdnv6temp.com/38/z/4-1583471288.jpg
Machina,Ch.10 : End,"Jan 20,16",512,180.0,manganelo.com,0.3200109004974365,https://manganelo.com/manga/machina,Seinen,Ongoing,5,https://avt.mkklcdnv6temp.com/4/m/2-1583465865.jpg
Fist Of The North Star,"Vol.27 Chapter 245 : Farewell To Those I Love… And Then, Towards The Desert…","Jan 20,16",512,180.0,manganelo.com,0.3077702522277832,https://manganelo.com/manga/fist_of_the_north_star,"Action,Drama,Martial arts,Mature,Sci fi,Shounen",Completed,4.72,https://avt.mkklcdnv6temp.com/15/q/6-1583474778.jpg
Girls' Day Out Of The Living Dead,Ch.0 : [Oneshot],"Jan 20,16",512,180.0,manganelo.com,0.3266763687133789,https://manganelo.com/manga/girls_day_out_of_the_living_dead,"Comedy,Horror,One shot,Slice of life",Completed,5,https://avt.mkklcdnv6temp.com/39/a/4-1583471289.jpg
Naturalist No Kare,Vol.1 Ch.6 : Happy Cafe ~ Aono ~ Eztra,"Jan 20,16",512,180.0,manganelo.com,0.3212473392486572,https://manganelo.com/manga/naturalist_no_kare,Yaoi,Completed,4.33,https://avt.mkklcdnv6temp.com/18/n/12-1583486500.jpg
Nabi: The Prototype,Vol.1 Ch.6 : Glass Sphere,"Jan 20,16",511,180.0,manganelo.com,0.3376176357269287,https://manganelo.com/manga/nabi_the_prototype,"Drama,Fantasy,Historical,Mature,Romance,Shoujo",Completed,5,https://avt.mkklcdnv6temp.com/19/h/12-1583486528.jpg
Na*na*ki!!,Vol.1 Ch.6,"Jan 20,16",511,180.0,manganelo.com,0.31983447074890137,https://manganelo.com/manga/nanaki_2,"Comedy,School life,Shounen",,5,https://avt.mkklcdnv6temp.com/45/e/12-1583487537.jpg
Nemureru Hana,Vol.1 Chapter 5 : + Extra,"Jan 20,16",513,180.0,manganelo.com,0.31939148902893066,https://manganelo.com/manga/nemureru_hana,Yaoi,Completed,4.62,https://avt.mkklcdnv6temp.com/17/z/12-1583486479.jpg
Fortune Arterial - Character's Prelude,Vol.1 Chapter 9 : Student Council President's Agony (End),"Jan 20,16",513,180.0,manganelo.com,0.3273322582244873,https://manganelo.com/manga/fortune_arterial_characters_prelude,"Comedy,Fantasy,Harem,Romance,School life,Shounen",Completed,5,https://avt.mkklcdnv6temp.com/48/h/3-1583469580.jpg
Neon Genesis Evangelion: Koutetsu No Girlfriend 2Nd,Vol.6 Chapter 1 : End,"Jan 20,16",513,180.0,manganelo.com,0.3386509418487549,https://manganelo.com/manga/neon_genesis_evangelion_koutetsu_no_girlfriend_2nd,"Comedy,Drama,Romance,School life,Sci fi,Shoujo",Completed,4.69,https://avt.mkklcdnv6temp.com/33/y/5-1583473238.jpg
Forget-Me-Not,Vol.1 Chapter 7 : My Secret Flower,"Jan 20,16",513,180.0,manganelo.com,0.32729458808898926,https://manganelo.com/manga/forgetmenot,"Mystery,Seinen,Slice of life",Completed,4.57,https://avt.mkklcdnv6temp.com/14/z/6-1583474747.jpg
Forest Bear,Chapter 0,"Jan 20,16",513,180.0,manganelo.com,0.3277556896209717,https://manganelo.com/manga/forest_bear,"Comedy,One shot,Shounen",Completed,5,https://avt.mkklcdnv6temp.com/48/j/3-1583469583.jpg
Million Dollar Man,Ch.1,"Jan 20,16",513,180.0,manganelo.com,0.3335413932800293,https://manganelo.com/manga/million_dollar_man,"Comedy,One shot,Romance,School life,Shoujo",Completed,4.88,https://avt.mkklcdnv6temp.com/11/p/3-1583468096.jpg
Neon Genesis Evangelion: Gakuen Datenroku,Vol.4 Chapter 22 : Stage 22 (End),"Jan 20,16",513,180.0,manganelo.com,0.349517822265625,https://manganelo.com/manga/read_neon_genesis_evangelion_gakuen_datenroku,"Action,Adult,Adventure,Doujinshi,Drama,Fantasy,Martial arts,Mystery,Sci fi,Shounen,Supernatural",Completed,4.3,https://avt.mkklcdnv6temp.com/17/q/12-1583486467.jpg
Neon Genesis Evangelion - Shinji To Asuka To Atsui Hi,Vol.1 Chapter 1,"Jan 20,16",513,180.0,manganelo.com,0.30547237396240234,https://manganelo.com/manga/neon_genesis_evangelion_shinji_to_asuka_to_atsui_hi,"Comedy,Ecchi,One shot,Seinen",Completed,4.77,https://avt.mkklcdnv6temp.com/33/z/5-1583473240.jpg
Neo Arcadia - Yami Ni Saku Niji,Vol.1 Chapter 8.5,"Jan 20,16",513,180.0,manganelo.com,0.30210185050964355,https://manganelo.com/manga/neo_arcadia_yami_ni_saku_niji,"Fantasy,Yaoi",Completed,5,https://avt.mkklcdnv6temp.com/17/s/12-1583486470.jpg
Neo Girl,Vol.1 Chapter 10,"Jan 20,16",513,180.0,manganelo.com,0.3624720573425293,https://manganelo.com/manga/neo_girl,"Romance,School life,Shoujo",Completed,4.2,https://avt.mkklcdnv6temp.com/17/r/12-1583486469.jpg
For The Sake Of Dulcinea,Vol.6 Chapter 24,"Jan 20,16",513,180.0,manganelo.com,0.34400272369384766,https://manganelo.com/manga/for_the_sake_of_dulcinea,"Comedy,Drama,Romance,Shoujo,Tragedy",Completed,5,https://avt.mkklcdnv6temp.com/48/k/3-1583469584.jpg
For The Mermaid Princess,Vol.3 Chapter 11 : Discord,"Jan 20,16",513,180.0,manganelo.com,0.31435108184814453,https://manganelo.com/manga/for_the_mermaid_princess,"Comedy,Romance,Shoujo,Slice of life",Ongoing,5,https://avt.mkklcdnv6temp.com/15/c/6-1583474753.jpg
Neo Angelique,Vol.1 Chapter 4,"Jan 20,16",513,180.0,manganelo.com,0.34513163566589355,https://manganelo.com/manga/neo_angelique,"Adventure,Comedy,Drama,Fantasy,Harem,Romance,Shoujo",Ongoing,5,https://avt.mkklcdnv6temp.com/17/t/12-1583486471.jpg
Nemurihime Age,Vol.2 Chapter 8,"Jan 20,16",513,180.0,manganelo.com,0.31186389923095703,https://manganelo.com/manga/nemurihime_age,"Drama,Romance,Shoujo",Ongoing,5,https://avt.mkklcdnv6temp.com/17/u/12-1583486472.jpg
For Someone,Chapter 0,"Jan 20,16",513,180.0,manganelo.com,0.3466787338256836,https://manganelo.com/manga/for_someone,"Comedy,One shot,Romance,Sports",Completed,5,https://avt.mkklcdnv6temp.com/48/l/3-1583469585.jpg
Nemureru Mori (Tojitsuki Hajime),Vol.1 Ch.0,"Jan 20,16",513,180.0,manganelo.com,0.34747838973999023,https://manganelo.com/manga/nemureru_mori_tojitsuki_hajime,"One shot,Yaoi",Completed,4.57,https://avt.mkklcdnv6temp.com/17/w/12-1583486475.jpg
Nemureru Mori No Binan,Vol.1 Chapter 5 : End,"Jan 20,16",513,180.0,manganelo.com,0.3077564239501953,https://manganelo.com/manga/nemureru_mori_no_binan,"Drama,Romance,Shounen ai,Tragedy",Completed,5,https://avt.mkklcdnv6temp.com/17/v/12-1583486474.jpg
Zoku Manga Mitaina Koi Shitai!,Vol.1 Ch.6 : Rewind,"Jan 20,16",513,180.0,manganelo.com,0.27453136444091797,https://manganelo.com/manga/zoku_manga_mitaina_koi_shitai,"Action,Adult,Comedy,Cooking,Romance,Shoujo",Completed,5,https://avt.mkklcdnv6temp.com/11/q/3-1583468097.jpg
Fool For You,Vol.1 Chapter 7 : I Need The Sun 4,"Jan 20,16",513,180.0,manganelo.com,0.34940242767333984,https://manganelo.com/manga/fool_for_you,"Drama,School life,Slice of life,Yaoi",Ongoing - No Set Relea,5,https://avt.mkklcdnv6temp.com/15/f/6-1583474757.jpg
Nemureru Hoshi,Vol.1 Chapter 9 : Alone Once More,"Jan 20,16",513,180.0,manganelo.com,0.32186102867126465,https://manganelo.com/manga/nemureru_hoshi,"Adult,Ecchi,Harem,Romance,Sci fi,Seinen,Supernatural",Ongoing,4.94,https://avt.mkklcdnv6temp.com/17/y/12-1583486478.jpg
Food Girls,Vol.1 Chapter 12 : Apple,"Jan 20,16",513,180.0,manganelo.com,0.35947108268737793,https://manganelo.com/manga/food_girls,"Adult,Comedy,Ecchi,Fantasy,Slice of life",Ongoing,5,https://avt.mkklcdnv6temp.com/15/g/6-1583474758.jpg
Follow,Vol.1 Chapter 5,"Jan 20,16",513,180.0,manganelo.com,0.3277924060821533,https://manganelo.com/manga/follow,"Comedy,Smut,Yaoi",Completed,3.88,https://avt.mkklcdnv6temp.com/48/m/3-1583469587.jpg
Nijiiro Sukuranburu,Vol.1 Ch.3,"Jan 20,16",514,180.0,manganelo.com,0.282273530960083,https://manganelo.com/manga/nijiiro_sukuranburu,"School life,Shoujo",Ongoing,5,https://avt.mkklcdnv6temp.com/16/s/12-1583486436.jpg
Nikumi Kirenai Rokudenashi,Vol.1 Ch.5 : A Miraculous Romance,"Jan 20,16",514,180.0,manganelo.com,0.309711217880249,https://manganelo.com/manga/nikumi_kirenai_rokudenashi,Yaoi,Ongoing,4.9,https://avt.mkklcdnv6temp.com/16/q/12-1583486433.jpg
Mirai Nikki Redial,Vol.1 Ch.2,"Jan 20,16",514,180.0,manganelo.com,0.3358170986175537,https://manganelo.com/manga/mirai_nikki_redial,"Action,Adult,Comedy,Cooking,Drama,Psychological,Romance,Shounen",Completed,5,https://avt.mkklcdnv6temp.com/38/q/4-1583471274.jpg
Sugar Family,Vol.6 Ch.23,"Jan 20,16",514,180.0,manganelo.com,0.37107157707214355,https://manganelo.com/manga/sugar_family,"Comedy,Drama,Romance,School life,Shoujo",Completed,4.78,https://avt.mkklcdnv6temp.com/38/p/4-1583471271.jpg
Drakengard - Judgement,Ch.1 : Family Portrait,"Jan 20,16",514,180.0,manganelo.com,0.37122344970703125,https://manganelo.com/manga/drakengard_judgement,"Action,Fantasy,Seinen,Tragedy",Ongoing,5,https://avt.mkklcdnv6temp.com/17/f/9-1583480749.jpg
Kimi No Iru Sekai Shikairanai,Vol.1 Chapter 6,"Jan 20,16",514,180.0,manganelo.com,0.3476102352142334,https://manganelo.com/manga/kimi_no_iru_sekai_shikairanai,"Drama,Psychological,Yaoi",,4.46,https://avt.mkklcdnv6temp.com/17/g/9-1583480750.jpg
Outbreak Company,Vol.1 Ch.1 V2 : Moe Invaders,"Jan 20,16",514,180.0,manganelo.com,0.47855687141418457,https://manganelo.com/manga/ara12659231,"Comedy,Fantasy",Ongoing,5,https://avt.mkklcdnv6temp.com/17/a/9-1583480742.jpg
Jappa No Amane,Vol.1 Chapter 8,"Jan 20,16",514,180.0,manganelo.com,0.2986462116241455,https://manganelo.com/manga/jappa_no_amane,"Comedy,Romance,Supernatural,Yaoi",Completed,4.51,https://avt.mkklcdnv6temp.com/38/r/4-1583471275.jpg
Ocean,Ch.0,"Jan 20,16",514,180.0,manganelo.com,0.366192102432251,https://manganelo.com/manga/ocean,Shounen,Completed,5,https://avt.mkklcdnv6temp.com/17/h/9-1583480751.jpg
Frogman,Vol.6 Chapter 58 : Someday,"Jan 20,16",514,180.0,manganelo.com,0.28600573539733887,https://manganelo.com/manga/frogman,"Comedy,Ecchi,Romance,School life,Seinen,Sports",Completed,4.95,https://avt.mkklcdnv6temp.com/48/f/3-1583469578.jpg
From Hell,Chapter 4 : Il Hong's Forest (01),"Jan 20,16",514,180.0,manganelo.com,0.32833123207092285,https://manganelo.com/manga/from_hell,"Horror,Webtoons",Ongoing,5,https://avt.mkklcdnv6temp.com/14/l/6-1583474721.jpg
From 701 Goushitsu,Vol.1 Chapter 3,"Jan 20,16",514,180.0,manganelo.com,0.32834959030151367,https://manganelo.com/manga/from_701_goushitsu,"Drama,Romance,Yaoi",Completed,4.91,https://avt.mkklcdnv6temp.com/14/n/6-1583474724.jpg
Fresh Precure!,Chapter 4,"Jan 20,16",514,180.0,manganelo.com,0.31398940086364746,https://manganelo.com/manga/fresh_precure,"Comedy,Drama,Fantasy,Shoujo,Slice of life",Ongoing,5,https://avt.mkklcdnv6temp.com/14/o/6-1583474726.jpg
Gokujou Dessert,Vol.1 Ch.0 : Gokujou Dessert [Complete],"Jan 20,16",514,180.0,manganelo.com,0.34641504287719727,https://manganelo.com/manga/gokujou_dessert,"Doujinshi,School life,Yaoi",Completed,4.64,https://avt.mkklcdnv6temp.com/17/j/9-1583480754.jpg
Freezing: First Chronicle,Vol.1 Chapter 4,"Jan 20,16",514,180.0,manganelo.com,0.34735989570617676,https://manganelo.com/manga/freezing_first_chronicle,"Action,Drama,Ecchi,Sci fi,Seinen,Supernatural,Tragedy",Completed,5,https://avt.mkklcdnv6temp.com/14/p/6-1583474727.jpg
Nikutaikan-K,Ch.0 : [Oneshot],"Jan 20,16",514,180.0,manganelo.com,0.2814042568206787,https://manganelo.com/manga/nikutaikank,"Comedy,Ecchi,Mature,One shot,Shounen",Completed,5,https://avt.mkklcdnv6temp.com/33/v/5-1583473231.jpg
"Mazu Wa, Hitokuchi.",Vol.1 Ch.7,"Jan 20,16",514,180.0,manganelo.com,0.3532557487487793,https://manganelo.com/manga/mazu_wa_hitokuchi,"Comedy,Drama,Supernatural,Yaoi",Completed,4.74,https://avt.mkklcdnv6temp.com/38/s/4-1583471277.jpg
Psychic Force Comic Anthology,Vol.1 Ch.4,"Jan 20,16",514,180.0,manganelo.com,0.3048577308654785,https://manganelo.com/manga/psychic_force_comic_anthology,Supernatural,Ongoing,5,https://avt.mkklcdnv6temp.com/17/k/9-1583480757.jpg
Nijiiro Prism Girl,Vol.1 Ch.1,"Jan 20,16",514,180.0,manganelo.com,0.29373788833618164,https://manganelo.com/manga/nijiiro_prism_girl,"Comedy,Romance,Shoujo",Ongoing,4.69,https://avt.mkklcdnv6temp.com/16/t/12-1583486437.jpg
Nikushokujuu No Table Manner,Vol.1 Ch.6.5,"Jan 20,16",514,180.0,manganelo.com,0.3265867233276367,https://manganelo.com/manga/nikushokujuu_no_table_manner,"Drama,Yaoi",Completed,4.64,https://avt.mkklcdnv6temp.com/16/p/12-1583486432.jpg
Nil No Koi Mahoujin,Vol.1 Ch.1,"Jan 20,16",514,180.0,manganelo.com,0.36200594902038574,https://manganelo.com/manga/nil_no_koi_mahoujin,"Fantasy,One shot,Romance,Shoujo",Completed,4.75,https://avt.mkklcdnv6temp.com/16/o/12-1583486431.jpg
Nijiiro No Cinderella,Vol.1 Ch.5 : End,"Jan 20,16",514,180.0,manganelo.com,0.2957022190093994,https://manganelo.com/manga/nijiiro_no_cinderella,"Josei,Romance",Completed,4.55,https://avt.mkklcdnv6temp.com/16/u/12-1583486438.jpg
Flying Free,Vol.1 Chapter 5,"Jan 20,16",513,180.0,manganelo.com,0.34691762924194336,https://manganelo.com/manga/flying_free,"Drama,Romance,Shoujo",Completed,5,https://avt.mkklcdnv6temp.com/15/h/6-1583474761.jpg
Nihei: Abba,Vol.1 Ch.0,"Jan 20,16",514,180.0,manganelo.com,0.3822035789489746,https://manganelo.com/manga/nihei_abba,"One shot,Seinen",Completed,5,https://avt.mkklcdnv6temp.com/16/w/12-1583486441.jpg
Nijiiro Koi Ryokan,Vol.1 Ch.3,"Jan 20,16",514,180.0,manganelo.com,0.42006468772888184,https://manganelo.com/manga/nijiiro_koi_ryokan,"Romance,Shoujo",Completed,4.75,https://avt.mkklcdnv6temp.com/16/v/12-1583486440.jpg
Oaji Wa Dou Desu Ka?,Vol.1 Ch.7 : Wakatte Hoshii No Tsuzuki,"Jan 20,16",515,180.0,manganelo.com,0.2858164310455322,https://manganelo.com/manga/oaji_wa_dou_desu_ka,Yaoi,Completed,4.9,https://avt.mkklcdnv6temp.com/15/p/12-1583486391.jpg
Nurse Ga Oshigoto,Ch.6 : Youkubari Wa Dame Na No - Oneshot,"Jan 20,16",515,180.0,manganelo.com,0.25297069549560547,https://manganelo.com/manga/nurse_ga_oshigoto,"Gender bender,Smut,Yaoi",Completed,4.55,https://avt.mkklcdnv6temp.com/15/r/12-1583486394.jpg
O-Guts!,Vol.1 Ch.4,"Jan 20,16",515,180.0,manganelo.com,0.30336666107177734,https://manganelo.com/manga/oguts,"Comedy,Gender bender,Shounen ai",Ongoing,5,https://avt.mkklcdnv6temp.com/15/q/12-1583486392.jpg
Nui!,Vol.3 Ch.16 : The Softness Of Cotton... Forever More,"Jan 20,16",515,180.0,manganelo.com,0.30358195304870605,https://manganelo.com/manga/nui,"Adventure,Comedy,Fantasy,Romance,Shoujo",Completed,5,https://avt.mkklcdnv6temp.com/33/q/5-1583473224.jpg
Nude Na Shisen,Vol.1 Ch.5 : Lying Lips (Usotsuki Na Kuchibiru),"Jan 20,16",515,180.0,manganelo.com,0.32471513748168945,https://manganelo.com/manga/nude_na_shisen,Yaoi,Completed,4.4,https://avt.mkklcdnv6temp.com/15/s/12-1583486395.jpg
Nude,Vol.1 Ch.5 : Valentine Ecstasy,"Jan 20,16",515,180.0,manganelo.com,0.3480217456817627,https://manganelo.com/manga/nude,"Drama,Romance,Shoujo,Smut",Completed,4.53,https://avt.mkklcdnv6temp.com/15/t/12-1583486397.jpg
Nowhere To Go,Vol.1 Ch.0,"Jan 20,16",515,180.0,manganelo.com,0.35303425788879395,https://manganelo.com/manga/nowhere_to_go,"One shot,Shoujo ai",Completed,5,https://avt.mkklcdnv6temp.com/15/u/12-1583486398.jpg
Nousatsu Rock Star,Vol.1 Ch.1,"Jan 20,16",515,180.0,manganelo.com,0.32003164291381836,https://manganelo.com/manga/nousatsu_rock_star,"Comedy,One shot,Romance,School life,Shoujo",Completed,5,https://avt.mkklcdnv6temp.com/33/r/5-1583473225.jpg
Nova Ventura,"Vol.1 Ch.2 : Magic's Capital, Niferteron...!","Jan 20,16",515,180.0,manganelo.com,0.32013773918151855,https://manganelo.com/manga/nova_ventura,"Action,Adventure,Comedy,Drama,Fantasy,Shounen",Ongoing,5,https://avt.mkklcdnv6temp.com/15/v/12-1583486399.jpg
Notpia,"Vol.1 Ch.8 : Dark Honey, Youth","Jan 20,16",515,180.0,manganelo.com,0.32244157791137695,https://manganelo.com/manga/notpia,"Drama,Horror,Mature,Psychological,Yaoi",Ongoing,3.4,https://avt.mkklcdnv6temp.com/15/x/12-1583486402.jpg
Not For Sale!,Vol.1 Ch.6 : Air,"Jan 20,16",515,180.0,manganelo.com,0.2829911708831787,https://manganelo.com/manga/not_for_sale,Yaoi,Ongoing,4.91,https://avt.mkklcdnv6temp.com/15/y/12-1583486403.jpg
Noroshi Wo Agero!,Vol.1 Ch.1,"Jan 20,16",515,180.0,manganelo.com,0.28519558906555176,https://manganelo.com/manga/noroshi_wo_agero,"Comedy,One shot,Yaoi",Completed,4.67,https://avt.mkklcdnv6temp.com/33/t/5-1583473228.jpg
Nori Tama,Vol.1 Ch.9 : The Monster In Nekomachi Mansion,"Jan 20,16",515,180.0,manganelo.com,0.32402896881103516,https://manganelo.com/manga/nori_tama,"Comedy,Shounen,Slice of life,Supernatural",Ongoing,5,https://avt.mkklcdnv6temp.com/15/z/12-1583486404.jpg
Ramen No Tori Paco-Chan,Vol.1 Ch.5 : Paco-Chan's Strive For Studies,"Jan 20,16",515,180.0,manganelo.com,0.3598332405090332,https://manganelo.com/manga/ramen_no_tori_pacochan,"Comedy,Shounen",Ongoing,5,https://avt.mkklcdnv6temp.com/16/b/12-1583486407.jpg
Nonchan To Watashi,Vol.1 Ch.1 : Non-Chan To Watashi,"Jan 20,16",515,180.0,manganelo.com,0.37183094024658203,https://manganelo.com/manga/nonchan_to_watashi,"Drama,Josei,One shot,Romance,School life",Completed,4.78,https://avt.mkklcdnv6temp.com/16/c/12-1583486408.jpg
Nokizaru,Vol.1 Ch.1 : Chance Encounters,"Jan 20,16",515,180.0,manganelo.com,0.37630414962768555,https://manganelo.com/manga/nokizaru,"Action,Historical,Seinen",Ongoing,4.83,https://avt.mkklcdnv6temp.com/16/d/12-1583486409.jpg
Nodame Cantabile - Opera Hen,Vol.2 Ch.10.5,"Jan 20,16",515,180.0,manganelo.com,0.3646872043609619,https://manganelo.com/manga/nodame_cantabile_opera_hen,"Comedy,Drama,Josei,Romance,Slice of life",Completed,5,https://avt.mkklcdnv6temp.com/33/u/5-1583473230.jpg
